province,municipality,barangay,asf_lab_records,asf_sample_total,asf_positive_total,asf_negative_total,asf_positive_rate_pct,asf_tested_barangays,asf_affected_barangays,asf_first_report_date,asf_latest_report_date,asf_status,asf_risk_score,asf_source_note,asf_whole_blood_samples,asf_whole_blood_positive,asf_whole_blood_negative,asf_organ_samples,asf_organ_positive,asf_organ_negative,asf_environmental_swab_samples,asf_environmental_swab_positive,asf_environmental_swab_negative,asf_fecal_swab_samples,asf_fecal_swab_positive,asf_fecal_swab_negative,asf_meat_products_samples,asf_meat_products_positive,asf_meat_products_negative
ISABELA,Quirino,Villa Miguel,31,39,10,28,25.64,1,1,2020-01-21,2022-12-05,Affected,28.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,28,10,17,0,0,0,11,0,11,0,0,0,0,0,0
ISABELA,REINA MERCEDES,LABINAB,1,2,0,2,0.00,1,0,2021-05-10,2021-05-10,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,REINA MERCEDES,NAPACCU,1,2,0,2,0.00,1,0,2021-04-26,2021-04-26,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,REINA MERCEDES,SINNIPIL,2,4,0,4,0.00,1,0,2021-04-26,2021-04-26,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
ISABELA,Ramon,Ambatali,30,60,2,58,3.33,1,1,2020-03-17,2022-12-05,Affected,12.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,46,2,44,0,0,0,14,0,14,0,0,0,0,0,0
ISABELA,Ramon,Bugallion Norte,3,7,4,3,57.14,1,1,2020-09-23,2022-10-21,Affected,28.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,4,0,0,0,0,3,0,3,0,0,0,0,0,0
ISABELA,Ramon,Bugallon Proper,26,27,0,27,0.00,1,0,2020-03-17,2022-12-21,At-risk,7.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,0,5,0,0,0,22,0,22,0,0,0,0,0,0
ISABELA,Ramon,Burgos,3,3,0,3,0.00,1,0,2022-12-09,2022-12-21,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0
ISABELA,Ramon,Gen. Aguinaldo,10,13,5,8,38.46,1,1,2020-08-26,2022-12-21,Affected,23.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,5,0,0,0,0,8,0,8,0,0,0,0,0,0
ISABELA,Ramon,General Aguinaldo,2,2,0,2,0.00,1,0,2022-12-09,2022-12-09,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,Ramon,Oscariz,1,1,0,1,0.00,1,0,2022-12-09,2022-12-09,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Ramon,Pagrang-ayan,13,14,4,10,28.57,2,2,2020-09-11,2022-12-05,Affected,21.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,9,4,5,0,0,0,5,0,5,0,0,0,0,0,0
ISABELA,Ramon,Pagrangayan,7,7,0,7,0.00,1,0,2022-12-21,2022-12-21,At-risk,5.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0
ISABELA,Ramon,Planas,10,12,3,9,25.00,1,1,2020-10-12,2022-12-21,Affected,16.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,0,0,0,9,0,9,0,0,0,0,0,0
ISABELA,Ramon,Putok ni Bulan,1,1,0,1,0.00,1,0,2022-12-09,2022-12-09,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Ramon,San Antonio,15,15,0,15,0.00,1,0,2022-09-14,2022-12-21,At-risk,6.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,0,6,0,0,0,9,0,9,0,0,0,0,0,0
ISABELA,Ramon,San Miguel,22,23,2,21,8.70,1,1,2020-09-11,2022-12-21,Affected,10.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,21,0,21,0,0,0,0,0,0
ISABELA,Ramon,San Sebastian,6,16,4,12,25.00,1,1,2020-05-19,2022-12-21,Affected,18.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,14,4,10,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,Ramon,Villa Beltran,10,11,0,11,0.00,1,0,2020-03-17,2022-12-05,At-risk,6.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,0,5,0,0,0,6,0,6,0,0,0,0,0,0
ISABELA,Ramon,Villa Carmen,11,11,2,9,18.18,1,1,2020-09-11,2022-12-21,Affected,12.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,9,0,9,0,0,0,0,0,0
ISABELA,Reina Mercedes,Cutog Grande,3,11,2,9,18.18,1,1,2020-08-26,2022-05-06,Affected,12.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,9,0,9,0,0,0,0,0,0
ISABELA,Reina Mercedes,Cutug Grande,1,4,0,4,0.00,1,0,2022-05-06,2022-05-06,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
ISABELA,Reina Mercedes,Cutug Pequeño,1,5,0,5,0.00,1,0,2022-05-06,2022-05-06,At-risk,5.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0
ISABELA,Reina Mercedes,Dangan,4,10,0,10,0.00,1,0,2022-05-06,2022-11-28,At-risk,6.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0
ISABELA,Reina Mercedes,Disrict 01,1,4,0,4,0.00,1,0,2022-05-06,2022-05-06,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
ISABELA,Reina Mercedes,District 01,2,9,0,9,0.00,1,0,2022-05-06,2022-05-06,At-risk,5.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0
ISABELA,Reina Mercedes,District 02,1,4,0,4,0.00,1,0,2022-05-06,2022-05-06,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
ISABELA,Reina Mercedes,Labinab Grande,4,14,0,14,0.00,1,0,2022-05-06,2022-11-28,At-risk,6.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0
ISABELA,Reina Mercedes,Labinab Pequeño,3,12,0,12,0.00,1,0,2022-05-06,2022-05-06,At-risk,6.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0
ISABELA,Reina Mercedes,Mallalatang,3,14,0,14,0.00,1,0,2022-05-06,2022-05-06,At-risk,6.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0
ISABELA,Reina Mercedes,Mallalatang Tunggi,1,1,0,1,0.00,1,0,2022-11-28,2022-11-28,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Reina Mercedes,Napaccu Grande,2,16,15,1,93.75,1,1,2020-08-27,2022-11-28,Affected,57.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,15,15,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Reina Mercedes,Napaccu Pequeno,1,1,0,1,0.00,1,0,2022-11-28,2022-11-28,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Reina Mercedes,Nappacu Grande,1,5,0,5,0.00,1,0,2022-05-06,2022-05-06,At-risk,5.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0
ISABELA,Reina Mercedes,Nappacu Pequeño,3,13,0,13,0.00,1,0,2022-05-06,2022-05-06,At-risk,6.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0
ISABELA,Reina Mercedes,Santiago,6,10,4,6,40.00,1,1,2020-02-21,2022-11-28,Affected,22.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,9,4,5,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Reina Mercedes,Santor,6,24,5,19,20.83,2,1,2021-08-12,2022-05-06,Affected,18.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,4,0,0,0,0,19,0,19,0,0,0,1,1,0
ISABELA,Reina Mercedes,Sinippil,1,1,0,1,0.00,1,0,2022-11-28,2022-11-28,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Reina Mercedes,Tallungan,4,17,3,14,17.65,1,1,2020-09-04,2022-05-06,Affected,14.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,0,0,0,14,0,14,0,0,0,0,0,0
ISABELA,Reina Mercedes,Turod,3,14,0,14,0.00,1,0,2022-05-06,2022-05-06,At-risk,6.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0
ISABELA,Reina Mercedes,Villador,1,5,0,5,0.00,1,0,2022-05-06,2022-05-06,At-risk,5.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0
ISABELA,Roxas,Bantug,3,5,4,1,80.00,1,1,2020-02-13,2022-12-09,Affected,36.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,1,1,0,1,0,1,0,0,0,0,0,0
ISABELA,Roxas,Doña Concha,6,6,1,5,16.67,1,1,2020-09-07,2022-01-28,Affected,9.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0
ISABELA,Roxas,Lanting,1,1,0,1,0.00,1,0,2022-01-27,2022-01-27,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ISABELA,Roxas,Marcos,1,1,0,1,0.00,1,0,2022-12-09,2022-12-09,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Roxas,Muñoz West,3,3,0,3,0.00,1,0,2022-01-28,2022-01-28,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ISABELA,Roxas,San Antonio,6,14,12,2,85.71,1,1,2020-02-19,2022-01-27,Affected,50.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,11,9,2,3,3,0,0,0,0,0,0,0,0,0,0
ISABELA,Roxas,San Jose,9,11,3,8,27.27,1,1,2020-09-11,2022-12-09,Affected,16.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,10,3,7,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Roxas,Simimbaan,3,3,2,1,66.67,1,1,2020-03-03,2022-12-09,Affected,28.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Roxas,Sinamar,2,2,1,1,50.00,1,1,2020-03-11,2022-12-09,Affected,21.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,Roxas,Sotero Nuesa,6,6,0,6,0.00,1,0,2022-01-28,2022-01-28,At-risk,5.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
ISABELA,Roxas,Villa Concepcion,3,8,7,1,87.50,1,1,2020-02-19,2022-01-28,Affected,43.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,7,6,1,1,1,0,0,0,0,0,0,0,0,0,0
ISABELA,SAN GUILLERMO,CENTRO I,4,17,0,17,0.00,1,0,2021-06-21,2021-06-21,At-risk,6.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0
ISABELA,SAN GUILLERMO,NAKAN,1,4,0,4,0.00,1,0,2021-06-09,2021-06-09,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
ISABELA,SAN ISIDRO,RIZAL EAST,2,4,3,1,75.00,2,1,2020-09-28,2021-03-30,Affected,32.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,SAN MANUEL,DISTRICT,1,2,0,2,0.00,1,0,2021-05-06,2021-05-06,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,SAN MATEO,N/A,16,26,19,7,73.08,1,1,2020-09-01,2021-05-11,Affected,56.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,22,19,3,0,0,0,4,0,4,0,0,0,0,0,0
ISABELA,SAN PABLO,ANNANUMAN,1,2,0,2,0.00,1,0,2021-05-10,2021-05-10,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,SANTIAGO,SAN ISIDRO,2,2,0,2,0.00,1,0,2021-03-30,2021-03-30,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,SANTIAGO CITY,ROSARIO,1,1,0,1,0.00,1,0,2021-05-14,2021-05-14,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ISABELA,STO TOMAS,BIGA ACCIDENTAL,1,2,0,2,0.00,1,0,2021-04-26,2021-04-26,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,San Agustin,Caloocan,4,4,0,4,0.00,1,0,2022-06-28,2022-06-28,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
ISABELA,San Agustin,Palacian,2,2,0,2,0.00,1,0,2022-06-28,2022-06-28,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,San Guillermo,Cenrto 2,3,3,0,3,0.00,1,0,2021-07-22,2021-07-22,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0
ISABELA,San Guillermo,Centro 2,11,36,0,36,0.00,2,0,2021-06-09,2022-12-09,At-risk,8.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,33,0,33,0,0,0,0,0,0
ISABELA,San Guillermo,Colorado,3,3,0,3,0.00,1,0,2022-12-09,2022-12-09,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0
ISABELA,San Guillermo,Dipacamo,1,1,0,1,0.00,1,0,2023-01-27,2023-01-27,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,San Guillermo,Nakar,19,112,5,107,4.46,2,1,2020-09-08,2023-01-27,Affected,20.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,96,5,91,0,0,0,15,0,15,1,0,1,0,0,0
ISABELA,San Guillermo,Progreso,6,6,0,6,0.00,1,0,2023-01-27,2023-01-27,At-risk,5.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0
ISABELA,San Guillermo,San Francisco Norte,4,4,0,4,0.00,1,0,2023-01-27,2023-01-27,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0
ISABELA,San Isidro,Gomez,1,1,0,1,0.00,1,0,2022-12-09,2022-12-09,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,San Isidro,Nagbukel,61,156,0,156,0.00,2,0,2021-06-09,2022-12-09,At-risk,15.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,15,0,15,0,0,0,126,0,126,15,0,15,0,0,0
ISABELA,San Isidro,Rizal West,2,2,0,2,0.00,1,0,2022-12-09,2022-12-09,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
ISABELA,San Isidro,Victoria,1,1,0,1,0.00,1,0,2022-12-09,2022-12-09,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,San Isidro,Villaflor,2,3,2,1,66.67,1,1,2020-09-04,2022-12-09,Affected,28.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,San Manuel,Distirct 3,1,1,0,1,0.00,1,0,2022-12-09,2022-12-09,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,San Manuel,District 04,1,6,0,6,0.00,1,0,2022-02-21,2022-02-21,At-risk,5.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0
ISABELA,San Manuel,District II,1,1,1,0,100.00,1,1,2022-12-01,2022-12-01,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ISABELA,San Manuel,District IV,1,1,1,0,100.00,1,1,2022-12-01,2022-12-01,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ISABELA,San Manuel,Mararigue,3,4,3,1,75.00,1,1,2020-09-11,2022-12-09,Affected,32.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,San Manuel,N/A,1,6,0,6,0.00,1,0,2022-02-21,2022-02-21,At-risk,5.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0
ISABELA,San Manuel,San Antonio,1,6,0,6,0.00,1,0,2022-02-21,2022-02-21,At-risk,5.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0
ISABELA,San Mariano,Binatug,9,21,3,18,14.29,1,1,2020-10-23,2022-06-21,Affected,13.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,3,3,0,0,0,15,0,15,0,0,0,0,0,0
ISABELA,San Mariano,Del Pilar,10,44,0,44,0.00,1,0,2022-05-26,2022-05-26,At-risk,9.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,44,0,44,0,0,0,0,0,0
ISABELA,San Mariano,Gangalan,13,41,4,37,9.76,1,1,2020-12-10,2022-05-26,Affected,15.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,4,0,0,0,0,37,0,37,0,0,0,0,0,0
ISABELA,San Mariano,Tappa,7,7,0,7,0.00,1,0,2022-11-07,2022-11-28,At-risk,5.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0
ISABELA,San Mateo,Bella Luz,1,1,0,1,0.00,1,0,2022-12-09,2022-12-09,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,San Mateo,Dagupan,7,8,3,5,37.50,1,1,2020-09-11,2023-01-27,Affected,20.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,0,0,0,5,0,5,0,0,0,0,0,0
ISABELA,San Mateo,Daramuangan Norte,10,41,0,41,0.00,1,0,2022-03-29,2022-12-09,At-risk,9.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,41,0,41,0,0,0,0,0,0
ISABELA,San Mateo,Estrella,5,22,0,22,0.00,1,0,2022-03-29,2022-03-29,At-risk,7.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,22,0,22,0,0,0,0,0,0
ISABELA,San Mateo,Gaddanan,7,29,2,27,6.90,1,1,2022-03-29,2022-09-20,Affected,10.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,27,0,27,0,0,0,0,0,0
ISABELA,San Mateo,Malasin,14,14,0,14,0.00,2,0,2021-03-30,2023-01-27,At-risk,6.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,13,0,13,0,0,0,0,0,0
ISABELA,San Mateo,Mapuroc,1,6,0,6,0.00,1,0,2022-02-21,2022-02-21,At-risk,5.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0
ISABELA,San Mateo,Marasat Pequeño,5,5,0,5,0.00,1,0,2023-01-27,2023-01-27,At-risk,5.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0
ISABELA,San Mateo,Old Centro I,1,1,0,1,0.00,1,0,2022-12-09,2022-12-09,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ISABELA,San Mateo,Old Centro Proper,6,6,1,5,16.67,1,1,2020-09-11,2023-01-27,Affected,9.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,1,1,0,0,0,4,0,4,0,0,0,0,0,0
ISABELA,San Mateo,Salinungan East,5,24,0,24,0.00,1,0,2022-03-29,2022-03-29,At-risk,7.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,24,0,24,0,0,0,0,0,0
ISABELA,San Mateo,San Antonio,8,35,6,29,17.14,1,1,2020-08-18,2022-03-29,Affected,19.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,6,0,0,0,0,29,0,29,0,0,0,0,0,0
ISABELA,San Mateo,San Ignacio,13,17,6,11,35.29,1,1,2020-08-18,2023-01-27,Affected,24.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,6,0,0,0,0,11,0,11,0,0,0,0,0,0
ISABELA,San Mateo,San Manuel,9,9,1,8,11.11,1,1,2020-09-11,2023-01-27,Affected,8.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,8,0,8,0,0,0,0,0,0
ISABELA,San Mateo,San Marcos,12,12,1,11,8.33,1,1,2020-09-11,2023-01-27,Affected,7.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,11,0,11,0,0,0,0,0,0
