source_file,sheet,province,district,municipality,year,program,commodity,office_function,tier_1,tier_2,result_level,pap_type,prexc_program,prexc_subprogram,indicator_id,indicator_level_1,indicator_level_2,indicator_level_3,indicator_specify_type,indicator_match_basis,result_chain,data_structure_note,activity,activity_context,original_activity,unit,physical_target,budget,original_physical_target,original_budget,target_count,target_scope,length_km,allocation_method,source_row,source_note
batanes.xlsx,SAAD,Batanes,LONE,Uyugan,2027,SAAD,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Market development services provided,Market linkage and promotion services provided,Market events/linkages/beneficiaries served,,Matched activity/unit terms: GROUP,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",2.1 HVC-based Project distributed,SAAD,2.1 HVC-based Project distributed,group,1.00,388.75,4.00,1555.00,4,"Basco, Ivana, Itbayat, Uyugan           ",,remarks municipality split,22,"Basco, Ivana, Itbayat, Uyugan           "
batanes.xlsx,SAAD,Batanes,LONE,Ivana,2027,SAAD,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Market development services provided,Market linkage and promotion services provided,Market events/linkages/beneficiaries served,,Matched activity/unit terms: GROUP,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",2.1 HVC-based Project distributed,SAAD,2.1 HVC-based Project distributed,group,1.00,388.75,4.00,1555.00,4,"Basco, Ivana, Itbayat, Uyugan           ",,remarks municipality split,22,"Basco, Ivana, Itbayat, Uyugan           "
batanes.xlsx,SAAD,Batanes,LONE,Basco (Capital),2027,SAAD,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Market development services provided,Market linkage and promotion services provided,Market events/linkages/beneficiaries served,,Matched activity/unit terms: GROUP,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",2.1 HVC-based Project distributed,SAAD,2.1 HVC-based Project distributed,group,1.00,388.75,4.00,1555.00,4,"Basco, Ivana, Itbayat, Uyugan           ",,remarks municipality split,22,"Basco, Ivana, Itbayat, Uyugan           "
batanes.xlsx,SAAD,Batanes,LONE,Itbayat,2027,SAAD,,"Extension Support, Education and Training Services",Technical Support Services,"Extension Support, Education and Training Services",Operational output,Activity,Technical Support Services,"Extension Support, Education and Training Services",,Training and extension services provided,Training/learning events conducted,Participants or events served,,"Matched activity/unit terms: NUMBER, TRAINING",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",3.1 Market-related trainings conducted,SAAD,3.1 Market-related trainings conducted,number,1.00,0.00,4.00,0.00,4,"Basco, Ivana, Itbayat, Uyugan           ",,remarks municipality split,26,"Basco, Ivana, Itbayat, Uyugan           "
batanes.xlsx,SAAD,Batanes,LONE,Uyugan,2027,SAAD,,"Extension Support, Education and Training Services",Technical Support Services,"Extension Support, Education and Training Services",Operational output,Activity,Technical Support Services,"Extension Support, Education and Training Services",,Training and extension services provided,Training/learning events conducted,Participants or events served,,"Matched activity/unit terms: NUMBER, TRAINING",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",3.1 Market-related trainings conducted,SAAD,3.1 Market-related trainings conducted,number,1.00,0.00,4.00,0.00,4,"Basco, Ivana, Itbayat, Uyugan           ",,remarks municipality split,26,"Basco, Ivana, Itbayat, Uyugan           "
batanes.xlsx,SAAD,Batanes,LONE,Ivana,2027,SAAD,,"Extension Support, Education and Training Services",Technical Support Services,"Extension Support, Education and Training Services",Operational output,Activity,Technical Support Services,"Extension Support, Education and Training Services",,Training and extension services provided,Training/learning events conducted,Participants or events served,,"Matched activity/unit terms: NUMBER, TRAINING",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",3.1 Market-related trainings conducted,SAAD,3.1 Market-related trainings conducted,number,1.00,0.00,4.00,0.00,4,"Basco, Ivana, Itbayat, Uyugan           ",,remarks municipality split,26,"Basco, Ivana, Itbayat, Uyugan           "
batanes.xlsx,SAAD,Batanes,LONE,Basco (Capital),2027,SAAD,,"Extension Support, Education and Training Services",Technical Support Services,"Extension Support, Education and Training Services",Operational output,Activity,Technical Support Services,"Extension Support, Education and Training Services",,Training and extension services provided,Training/learning events conducted,Participants or events served,,"Matched activity/unit terms: NUMBER, TRAINING",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",3.1 Market-related trainings conducted,SAAD,3.1 Market-related trainings conducted,number,1.00,0.00,4.00,0.00,4,"Basco, Ivana, Itbayat, Uyugan           ",,remarks municipality split,26,"Basco, Ivana, Itbayat, Uyugan           "
batanes.xlsx,SAAD,Batanes,LONE,Itbayat,2027,SAAD,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Market development services provided,Market linkage and promotion services provided,Market events/linkages/beneficiaries served,,Matched activity/unit terms: GROUP,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",3.2 Partially established CBEs,SAAD,3.2 Partially established CBEs,group,0.75,0.00,3.00,0.00,4,"Basco, Ivana, Itbayat, Uyugan           ",,remarks municipality split,27,"Basco, Ivana, Itbayat, Uyugan           "
batanes.xlsx,SAAD,Batanes,LONE,Uyugan,2027,SAAD,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Market development services provided,Market linkage and promotion services provided,Market events/linkages/beneficiaries served,,Matched activity/unit terms: GROUP,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",3.2 Partially established CBEs,SAAD,3.2 Partially established CBEs,group,0.75,0.00,3.00,0.00,4,"Basco, Ivana, Itbayat, Uyugan           ",,remarks municipality split,27,"Basco, Ivana, Itbayat, Uyugan           "
batanes.xlsx,SAAD,Batanes,LONE,Ivana,2027,SAAD,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Market development services provided,Market linkage and promotion services provided,Market events/linkages/beneficiaries served,,Matched activity/unit terms: GROUP,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",3.2 Partially established CBEs,SAAD,3.2 Partially established CBEs,group,0.75,0.00,3.00,0.00,4,"Basco, Ivana, Itbayat, Uyugan           ",,remarks municipality split,27,"Basco, Ivana, Itbayat, Uyugan           "
batanes.xlsx,SAAD,Batanes,LONE,Basco (Capital),2027,SAAD,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Market development services provided,Market linkage and promotion services provided,Market events/linkages/beneficiaries served,,Matched activity/unit terms: GROUP,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",3.2 Partially established CBEs,SAAD,3.2 Partially established CBEs,group,0.75,0.00,3.00,0.00,4,"Basco, Ivana, Itbayat, Uyugan           ",,remarks municipality split,27,"Basco, Ivana, Itbayat, Uyugan           "
batanes.xlsx,4Ks,Batanes,LONE,Basco (Capital),2027,4Ks,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Program,Technical Support Services,Production Support Services,,Seeds and planting materials distributed,Seeds/seedlings/planting materials distributed,Seeds and planting materials distributed,,Matched activity/unit terms: KG,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Upland Vegetables,4Ks,Upland Vegetables,no. of kg distributed,5.65,82.56,5.65,82.56,1,BASCO only           ,,remarks municipality split,19,BASCO only           
batanes.xlsx,4Ks,Batanes,LONE,Basco (Capital),2027,4Ks,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Program,Technical Support Services,Production Support Services,,Seeds and planting materials distributed,Seeds/seedlings/planting materials distributed,Seeds and planting materials distributed,,Matched activity/unit terms: KG,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Lowland Vegetables,4Ks,Lowland Vegetables,no. of kg distributed,13.70,74.17,13.70,74.17,1,BASCO only           ,,remarks municipality split,20,BASCO only           
cagayan_1.xlsx,RICE,Cagayan,I,Santa Teresita,2027,Rice Program,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Program,Technical Support Services,Production Support Services,PSS046,Agri-chemicals distributed,Agri-chemicals distributed Solid,Agri-chemicals distributed_kg,NRP,Matched activity/unit terms: FERTILIZER,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Fertilizer Assistance - Ameliorants (solid),RICE,Fertilizer Assistance - Ameliorants (solid),kilograms,,0.00,,0.00,10,ALCALA APARRI BAGGAO BUGUEY LAL-LO CAMALANIUGAN GATTARAN GONZAGA SANTA TERESITA SANTA ANA           ,,remarks municipality split,14,ALCALA APARRI BAGGAO BUGUEY LAL-LO CAMALANIUGAN GATTARAN GONZAGA SANTA TERESITA SANTA ANA           
cagayan_1.xlsx,RICE,Cagayan,I,Camalaniugan,2027,Rice Program,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Program,Technical Support Services,Production Support Services,PSS046,Agri-chemicals distributed,Agri-chemicals distributed Solid,Agri-chemicals distributed_kg,NRP,Matched activity/unit terms: FERTILIZER,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Fertilizer Assistance - Ameliorants (solid),RICE,Fertilizer Assistance - Ameliorants (solid),kilograms,,0.00,,0.00,10,ALCALA APARRI BAGGAO BUGUEY LAL-LO CAMALANIUGAN GATTARAN GONZAGA SANTA TERESITA SANTA ANA           ,,remarks municipality split,14,ALCALA APARRI BAGGAO BUGUEY LAL-LO CAMALANIUGAN GATTARAN GONZAGA SANTA TERESITA SANTA ANA           
cagayan_1.xlsx,RICE,Cagayan,I,Santa Ana,2027,Rice Program,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Program,Technical Support Services,Production Support Services,PSS046,Agri-chemicals distributed,Agri-chemicals distributed Solid,Agri-chemicals distributed_kg,NRP,Matched activity/unit terms: FERTILIZER,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Fertilizer Assistance - Ameliorants (solid),RICE,Fertilizer Assistance - Ameliorants (solid),kilograms,,0.00,,0.00,10,ALCALA APARRI BAGGAO BUGUEY LAL-LO CAMALANIUGAN GATTARAN GONZAGA SANTA TERESITA SANTA ANA           ,,remarks municipality split,14,ALCALA APARRI BAGGAO BUGUEY LAL-LO CAMALANIUGAN GATTARAN GONZAGA SANTA TERESITA SANTA ANA           
cagayan_1.xlsx,RICE,Cagayan,I,Gattaran,2027,Rice Program,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Program,Technical Support Services,Production Support Services,PSS046,Agri-chemicals distributed,Agri-chemicals distributed Solid,Agri-chemicals distributed_kg,NRP,Matched activity/unit terms: FERTILIZER,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Fertilizer Assistance - Ameliorants (solid),RICE,Fertilizer Assistance - Ameliorants (solid),kilograms,,0.00,,0.00,10,ALCALA APARRI BAGGAO BUGUEY LAL-LO CAMALANIUGAN GATTARAN GONZAGA SANTA TERESITA SANTA ANA           ,,remarks municipality split,14,ALCALA APARRI BAGGAO BUGUEY LAL-LO CAMALANIUGAN GATTARAN GONZAGA SANTA TERESITA SANTA ANA           
